fname_c1	fname_c2	lname_c1	lname_c2	by	bm	bd
JOHANNA	NA	BECKER	NA	1928	7	26
MARTHA	NA	KRAUS	NA	1980	1	11
RUTH	NA	LUDWIG	NA	1994	11	19
ANDREA	KARIN	KAISER	NA	1936	11	24
ERIKA	NA	HAAS	NA	1960	12	23
MARGOT	ANDREA	WOLF	NA	1979	5	10
GERDAY	NA	VOGEL	NA	1994	8	4
HELENE	NA	SCHMITT	NA	1947	12	6
GABRIELE	NA	SCHNEIDER	NA	1964	9	25
ERIKA	NA	HERRMANN	NA	1956	9	22
ELFRIEDSE	NA	SCHULZ	NA	1989	5	21
INGRID	NA	BAUER	NA	1970	4	4
JUTTA	NA	KAISER	NA	1973	6	30
SABINE	NA	LORENZ	NA	1982	10	15
GABRIELE	NA	WOLF	NA	1959	12	8
INGRID	NA	STEIN	NA	1964	1	28
KATHRIN	NA	ZIMMERMANN	NA	1994	2	12
BAERBEL	ANNA	SCHMIDT	NA	1972	9	1
ERIKA	NA	HOFFMANN	NA	1961	4	23
SUSANNE	NA	BRANDT	NA	1960	7	27
BETTINA	NA	WEBER	NA	1995	4	23
BRIATTA	MARION	BRANDT	NA	1957	8	7
ANJA	NA	SCHMIDT	NA	1988	5	9
KATHRIN	NA	WOLF	NA	1957	12	10
KATHRIN	NA	DIETRICH	NA	1928	10	5
INGRID	NA	BAUMANN	NA	1972	8	10
GISELA	NA	FISCHER	NA	1943	5	27
GABRIELE	NA	JAEGER	NA	1949	12	8
ELKE	NA	HUBER	NA	2002	11	20
BARBARA	NA	LEHMANN	NA	1962	12	27
RENATE	NA	SCHNEIDER	NA	1995	9	27
BRIGITTE	NA	MUELLER	NA	1974	1	13
KATHRIN	NA	MUELLER	NA	1990	2	25
EDITH	NA	THOMAS	NA	1945	6	12
SABINE	NA	SEIDEL	NA	1958	6	23
ANDREA	NA	SCHMITT	NA	1957	4	3
CHRISTINE	NA	SCHUSTER	NA	1980	4	5
KATHRIN	NA	MARTIN	NA	1971	9	11
RENATE	NA	HORN	NA	1994	11	18
CHRISTEL	NA	SCHAEFER	NA	1948	11	19
ANGELIKA	NA	LANGE	NA	1960	4	8
PETRA	NA	SCHWARZ	NA	1952	9	3
URSULA	NA	OTTO	NA	1994	6	22
MARTINA	NA	ENGEL	NA	1954	2	25
STEFANIE	NA	NEUMANN	NA	1948	12	13
ELISABETH	NA	KOCH	NA	1959	4	7
ERIKA	NA	SCHULTE	NA	1938	10	23
SUSANNE	NA	SCHMITZ	NA	1941	9	2
SUSANNE	NA	ZIMMERMANN	NA	1970	3	27
KARIN	NA	KLEIN	NA	1938	11	17
ERIKA	INGRID	LEHMANN	NA	1963	1	29
ELKE	NA	SCHROEDER	NA	1940	8	17
INGEBORG	NA	OTTO	NA	1971	1	12
KARIPN	NA	SCHROEDER	NA	1934	10	4
URSULA	NA	FISCHER	NA	1978	5	14
ANNELIESE	NA	SCHMIDTT	NA	1947	8	27
CHRISTINE	NA	HOFFMANN	NA	1962	10	12
CHARLOTTE	NA	WEBER	NA	1953	12	28
ELKE	NA	NEUMANN	NA	1943	5	6
ELISABETH	NA	MEIER	NA	1961	1	27
UTE	NA	SCHMID	NA	1983	3	21
MONIKA	NA	MUELLER	NA	1950	11	15
MONIKA	NA	FISCHER	NA	1968	12	8
BARBARA	NA	MAYER	NA	1997	1	7
ANDREA	NA	HOFFMANN	NA	1975	3	16
ILSE	NA	BRANDT	NA	1971	10	7
NICOLE	NA	ZIMMERMANN	NA	1941	1	15
MARION	NA	STEIN	NA	1989	7	18
DORIS	NA	LEHMANN	NA	1927	6	8
MARIA	NA	RICHTER	NA	1945	4	5
ANNA	NA	WERNER	NA	2000	11	12
CHRISTIANE	NA	ZIMMERMANN	NA	1984	3	4
ILSE	NA	SCHWARZ	NA	1954	4	19
MARTHA	NA	ERNST	NA	1957	11	8
ANJA	NA	KRAUSE	NA	1999	9	2
MARTHA	NA	OTTO	NA	1962	6	3
MONIKA	NA	ZIMMERMANN	NA	1944	4	10
STEFANIE	NA	MOELLER	NA	1977	6	13
SABINE	NA	BAUER	NA	2002	7	13
MARIA	NA	KLEIN	NA	1991	12	26
ELKE	NA	KLEIN	NA	1964	4	6
CHRISTEL	NA	HAAS	NA	1952	5	10
HELGA	NA	FISCHER	NA	1956	1	26
BETTINA	NA	LANGE	NA	1974	12	19
MONIKA	NA	FISCHER	NA	1959	1	23
GERDA	NA	RICHTER	NA	1981	7	29
KARIN	NA	BAUER	NA	1991	4	13
BRIGITTE	NA	WOLF	NA	1962	5	31
ANNA	NA	SCHNEIDER	NA	1982	4	7
BEATE	NA	SCHULZ	NA	1967	1	12
BRIGITTE	NA	THOMAS	NA	1950	4	1
MARIANNE	NA	MOELLER	NA	2007	5	5
HELENE	NA	SCHMITT	NA	1948	12	6
SABINE	NA	VOGT	NA	1968	11	6
MONIKA	NA	FRANK	NA	1954	12	10
URSULA	NA	SCHUBERT	NA	1958	4	16
MONIKA	NA	SOMMER	NA	1937	11	20
BIRGIT	NA	MUELLWR	NA	1997	5	7
MARGARETE	NA	BRAUN	NA	1973	7	23
SABINE	NA	SCHMITZ	NA	1972	7	14
MARION	NA	SCHULZ	NA	2094	6	24
CLAUDIA	NA	FRIEDRICH	NA	1938	7	25
PETRA	NA	WAGNER	NA	1940	11	1
MARIA	NA	VOIGT	NA	1970	6	4
ANDREA	NA	WEBER	NA	1968	3	1
PETRA	ELFRIEDE	HOFMANN	MEYER	1955	1	14
INGRID	NA	ENGEAL	NA	1979	6	9
SUSANNE	NA	WALTER	NA	1975	11	7
ANTJE	NA	BECKER	NA	1955	9	10
CHRISTA	NA	SCHNEIDER	NA	1972	4	14
HELGA	MARTINA	KUHN	NA	1959	10	30
MARTINA	NA	SCHNEIDER	NA	1938	6	25
HELGA	NA	WEBER	NA	1982	6	3
GERDA	NA	ALBRECHT	NA	1956	2	18
RENATE	NA	BRANDT	NA	1948	11	8
MARIA	NA	HARTMANN	NA	1976	2	19
MARIA	NA	LANGE	NA	1945	12	29
GERTRUD	NA	SCHMITT	NA	1965	7	13
MARTHA	NA	KLEIN	NA	1994	11	7
GERTRUD	NA	VOGEL	NA	1939	11	29
ULRIKE	INGRID	SCHULTE	NA	2003	5	25
IRMGARD	NA	SCHMIDT	NA	1935	12	3
ELKE	NA	NEUMANN	NA	1992	3	17
SIGRID	NA	LANGE	NA	2007	5	1
INGRID	NA	WALTER	NA	1996	9	23
INGRID	NA	MOELLER	NA	1959	3	22
SABINE	NA	SCHULTE	NA	1950	11	5
SUSANNE	NA	MUELLER	NA	1958	9	20
HELGA	NA	SAUER	NA	1958	2	13
BAERBEL	NA	SCHROEDER	NA	1989	9	26
SUSANNE	NA	MUELLER	NA	1940	12	22
ILSE	NA	WAGNER	NA	1986	1	21
ERIKA	NA	HOFMANN	NA	1962	5	21
EDITH	NA	MUELLER	NA	2007	10	26
ANDREA	NA	KLCIN	NA	1944	1	28
HANNELORE	SUSANNE	VOIGT	NA	1967	1	2
ANNA	SUSANNE	SCHMITT	NA	1958	4	16
SABINE	ANGELIKA	WAGNER	NA	1937	1	1
ANGELIKA	NA	VOIGT	NA	1959	4	27
CLAUDIA	NA	MUELLER	NA	1985	8	29
ILSE	NA	BECKER	NA	1985	4	1
KERSTIN	NA	OTTO	NA	1977	3	22
ERIKA	NA	HOFMANN	NA	1969	11	17
JUTTA	NA	KOEHLER	NA	1957	3	2
ANNA	NA	NEUMANN	NA	1934	6	29
MONIKA	NA	WAGNER	NA	1953	12	23
KATHRIN	NA	FISCHER	NA	1958	2	2
ILSE	NA	WEBER	NA	2000	5	30
INGRID	NA	SCHMITT	NA	1975	7	7
URSULA	NA	HERRMANN	NA	1995	10	20
CLAUDIA	MONIKA	HERRMANN	NA	1985	6	23
CHRISTINA	NA	MARTIN	NA	1994	6	3
ANNA	NA	MUELLER	NA	1952	12	18
ANTJE	NA	WEBER	NA	1987	9	30
LIESELOTTE	NA	BECKER	NA	1969	7	20
SABINE	NA	BECKER	NA	1970	7	15
BAERBEL	NA	KLEIN	NA	1963	4	3
ANGELIKA	NA	BERGMANN	NA	1987	5	29
STEFANIE	NA	FRANK	NA	1938	2	6
HELGA	BIRGIT	FRANK	NA	1959	2	2
GISIELA	NA	KOCH	NA	1939	1	7
CHRISNTA	REGINA	SCHAEFER	NA	1980	6	4
RENATE	NA	KOERTIG	NA	1969	3	25
BARBARA	NA	SCHMITT	NA	1965	3	31
ERIKA	NA	SCHMITZ	NA	2003	11	15
ELKE	NA	KOCH	NA	2007	8	9
ELISABETH	NA	MUELLER	NA	1947	8	20
ERIKA	NA	SEIDEL	NA	1953	1	15
SABINE	NA	HERRMANN	NA	1938	11	1
ANNA	NA	SCHWARZ	NA	1990	3	22
HELGA	NA	FRIEDRICH	NA	1993	3	5
GABRIELE	NA	HOFFMANN	NA	1955	12	22
GISELA	NA	KRAEMER	NA	1958	10	10
URSULA	NA	KELLER	NA	1963	7	1
CHRISTINA	NA	RICHTER	NA	1976	7	4
RENATE	NA	HERRMANN	NA	2002	12	28
ANKE	NA	WOLF	NA	1928	7	19
BRIGITTE	NA	DIETRICH	NA	1931	3	20
HEIKE	NA	WEBER	NA	1994	6	14
GABRIELE	NA	NEUMANN	NA	1981	1	2
LIESELOTTE	NA	HUBER	NA	1963	4	29
INGEBORG	NA	GUENTHER	NA	1968	7	13
URSULA	NA	MUELLER	NA	2008	3	3
HEIKE	NA	LANGE	NA	1928	4	24
CHRISTINE	NA	HOFFMANN	NA	2000	4	28
ANKE	GISELA	BRAUN	NA	1998	10	5
MARIANNE	NA	BECK	NA	1954	5	16
KARIN	NA	WERNER	NA	1928	6	21
ANNA	NA	KAISER	NA	1952	11	23
ERIKA	NA	MEYER	NA	2006	10	4
KATHRIN	NA	VOGT	NA	1959	3	12
GISELA	NA	SCHNEIDER	NA	1977	4	3
SABINE	NA	SCHMIDT	NA	2008	2	15
INGRID	NA	WAGNER	NA	1965	3	14
ANDREA	NA	WEISS	NA	1994	9	8
WALTRAUD	NA	SCHNEIDER	NA	1936	4	18
ANDREA	NA	MUELLER	NA	1924	2	18
ANDREA	SUSANNE	WEISS	NA	1944	6	26
SIGRID	NA	LORENZ	NA	1965	2	3
MONIKA	RENATE	SCHULZ	NA	1931	9	24
HELGA	NA	WINTER	NA	1942	4	10
MONIKA	NA	FRANKE	NA	1924	7	1
HELENE	NA	SCHWARZ	NA	1970	1	20
BIRGIT	NA	BECKER	NA	1939	2	5
KATHARINA	NA	HOFFMANN	NA	1967	4	15
CHRISTINE	NA	MUEKLER	NA	1937	7	18
RENATE	NA	KLEIN	NA	1953	4	11
URSULA	NA	KRAUSE	NA	1973	2	24
MARION	NA	BECKER	NA	1937	5	4
KATHRIN	NA	BECKER	NA	1959	5	27
KATHRIN	NA	SCHULTE	NA	1972	12	17
ANJA	NA	LORENZ	NA	1949	7	28
PETRA	NA	LANGE	NA	1982	5	24
SUSANNE	NA	MUELLER	NA	1994	9	26
KARIN	NA	THOMAS	NA	1939	11	29
INGRID	NA	WINKLER	NA	1971	7	26
CLAUDIA	NA	MUELLER	NA	1996	1	7
INGRID	NA	MEYER	NA	1950	10	19
ERIKA	NA	MUELLER	NA	1941	6	7
ELISABETH	NA	ALBRECHT	NA	1944	1	7
KARIN	NA	BRANDT	NA	1976	2	1
RENATE	NA	KOEHLER	NA	1956	9	4
GERTRUD	NA	MUELLER	NA	1976	9	1
SABINE	NA	HEINRICH	NA	1941	2	11
UTE	NA	SCHMIDT	NA	1941	2	6
SUSANNE	NA	MUELRER	NA	1956	9	29
FRIEDA	NA	SEIDEL	NA	1941	5	19
KATHRIN	NA	WEBER	NA	1985	6	24
GERTRUD	NA	MUELLER	NA	1925	10	4
DORIS	NA	MUELLER	NA	1951	3	10
ROSEMARIE	NA	SCHAEFER	NA	2000	9	24
HELENE	NA	SCHMIDT	NA	1983	10	22
ANGELIKA	NA	RICHTER	NA	2002	11	22
MARLIS	NA	HORN	NA	1971	3	16
SABINE	NA	SCHMIDT	NA	1951	10	11
HELGA	NA	SCHULZ	NA	1928	1	24
SUSANNE	NA	WINTER	NA	1955	8	6
ANDREA	NA	ALBRECHT	NA	1965	4	16
MONIKA	NA	SCHULTE	NA	1978	5	3
STEFANIE	NA	MUELLER	NA	1992	7	23
KAETHE	NA	BRAUN	NA	1964	6	2
ELISABETH	NA	MUELLER	NA	1957	10	27
UTE	NA	KOEHLER	NA	1949	12	14
BAERBEL	NA	SCHUSTER	NA	1995	9	12
ERIKA	NA	HUBER	NA	1947	4	16
MONIKSA	NA	MOELLER	NA	1947	3	15
INGRID	URSULA	FUCHS	NA	1952	5	1
HANNELORE	NA	SCHULZE	NA	1973	1	19
JOHANNA	INGRID	WAGNER	NA	1945	7	22
MARTINA	NA	MUELLER	NA	1996	10	28
GISELA	NA	HOFFQANN	NA	2004	2	23
KARIN	NA	BAUER	NA	1934	5	16
STEFANIE	NA	DIETRICH	NA	1999	7	11
SABINE	NA	LANGE	NA	1982	12	8
STEFANIE	NA	ZIEGLER	NA	1978	11	30
ANJA	NA	HERRMANN	NA	1969	5	15
MARION	NA	ENGEL	NA	1950	8	29
HANNELORE	NA	WAGNER	NA	1953	4	20
RENATE	NA	MAYER	NA	1971	3	29
ANKE	NA	FUCHS	NA	2008	10	31
INGEBORG	NA	SCHMIDT	SCHMID	1994	12	18
GISELA	NA	KOERTIG	NA	1935	2	21
INGE	NA	MUELLER	NA	1995	6	9
URSULA	NA	MUELLER	NA	1962	9	13
URSULA	NA	SCHMITT	NA	2003	13	14
ELISABETH	NA	BECEKR	NA	1985	1	11
INGEBORG	NA	KRUEGER	NA	1939	4	29
PETRA	NA	HAAS	NA	1953	2	24
ANJA	NA	BECK	NA	1961	10	14
HELGA	NA	KUHN	NA	2003	5	3
UTE	NA	POHL	NA	1939	10	23
ANNA	NA	SCHUSTER	NA	1982	11	12
ERIKA	NA	WAGNER	NA	1953	12	8
HELGA	NA	BUSXH	NA	2004	7	17
HEIDI	NA	HOFFMANN	NA	1967	7	1
RENATE	CHRISTEL	MUELLER	NA	1956	7	17
KARIN	NA	WOLFF	NA	1929	5	22
KATHARINA	NA	KOEHLER	NA	1959	2	15
BIRGIT	NA	VOGEL	NA	1956	5	26
GERTRUD	NA	KRAUS	NA	1970	10	20
TANJA	NA	SCHMIDT	NA	1976	12	23
URSULA	NA	ZIEGLER	NA	1944	7	31
MARTHA	NA	SCHMITT	NA	1961	10	4
HEIKE	NA	SAUER	NA	1949	1	3
CHRISTA	NA	SCHROEDER	NA	1988	7	16
BRIGITTE	NA	BECKER	NA	1973	4	14
ANJA	NA	SCHMIDT	NA	1999	3	27
CLAUDIA	NA	WIBTER	NA	1953	1	10
CHRISTA	NA	HERRMANN	NA	1943	7	2
LIESELOTTE	NA	WEBER	NA	1950	9	30
RENATE	NA	WERNER	NA	1965	1	25
FRIEDA	NA	RICHTER	NA	1979	7	31
CHRISTA	NA	VOIGT	NA	1977	4	14
SABINE	NA	MEYER	NA	1943	9	2
INGRID	NA	SCHULZ	NA	2000	6	12
SILVIA	UTE	SCHUSTER	NA	1935	2	8
MARIA	NA	LEHMANN	NA	1966	2	18
MARIANNE	NA	MUELLER	NA	1966	8	18
KARIN	NA	WERNER	NA	1954	6	11
HELGA	SABINE	KUHN	NA	1977	5	28
ELFRIEDE	NA	SCHMIDT	NA	1929	11	12
SABINE	NA	WOLFF	NA	1927	11	10
NICOLE	NA	ROTH	NA	1937	5	3
GISELA	NA	BECK	NA	1944	1	15
RENATE	NA	VOIGT	NA	1943	6	13
BARBARA	NA	KOEHLER	NA	1984	4	18
GABRIELE	NA	SCHMID	NA	1986	5	24
GERTRUD	NA	SCHMID	NA	1980	2	8
MARION	NA	MEYER	NA	1964	9	20
SUSANNE	NA	OTTO	NA	1964	10	14
SABINE	NA	BOEHM	FRANK	1958	3	7
BRITTA	NA	SCHAEFER	NA	1953	2	11
HILDEGARD	NA	MARTIN	NA	1966	2	1
BRITTA	NA	FISCHER	NA	1998	6	20
INGE	NA	MAYER	NA	1968	7	16
URSULA	NA	SCHNEIDER	NA	1997	10	23
PETRA	NA	MUELLER	NA	1958	3	30
ANJA	NA	SCHMIDT	NA	1958	11	4
UTE	NA	MOELLER	NA	1997	12	25
KARINO	NA	SCHMITT	NA	1986	2	3
ERIKA	NA	SCHULZ	NA	1967	7	28
BARBARA	NA	JUNG	NA	1991	5	13
ANFJA	NA	FISCHER	NA	1980	7	31
HILDEGARD	NA	FISCHER	HAAS	1966	6	28
ELISABETH	NA	BECKER	NA	1937	12	21
GISELA	NA	MAIER	NA	1985	9	21
RENATE	NA	SCHMIDT	NA	1926	6	29
ANDREA	NA	MAIER	NA	1966	6	29
SABINE	NA	KELLER	NA	1962	5	29
SILKE	NA	SOMMER	NA	1940	11	22
HILDEGARD	NA	PFEIFFER	NA	1946	8	18
CHRISTA	NA	SCHULZE	NA	1948	11	6
SANDRA	NA	WEBER	NA	1950	4	30
MARTINA	NA	JAEGER	NA	1955	11	13
UTE	NA	FRANKE	NA	1962	10	1
SUSANNE	NA	OTTO	NA	1764	10	14
BIRGIT	NA	SCHULZE	NA	1989	10	6
GERTRUD	NA	PETERS	NA	1967	12	30
HILDEGARD	NA	WEISS	NA	1945	9	27
KARIN	NA	MUELLER	NA	1933	7	3
MARIA	NA	BAUER	NA	1984	12	19
KATHRIN	NA	SCHNEIDER	NA	1939	1	7
BRIGITTE	NA	SCHMIDT	NA	1982	10	29
GERTRUD	NA	BOEHM	NA	1973	12	29
ELFRIEDE	NA	FISCHER	NA	1992	2	2
PETRA	NA	HARTMANN	NA	1935	9	9
SONVJA	NA	SCHMIDT	NA	2008	9	15
BRIGITTE	NA	PETERS	NA	1973	8	27
HELGA	HELGA	SCHMID	NA	1973	7	9
DANIELA	NA	FRANK	NA	1953	4	8
MARGARETE	MARIANNE	FISCHER	NA	1958	1	12
MARIANNE	NA	BAUMANN	NA	1926	8	26
CHRISTINE	NA	MUELLER	NA	1937	7	18
BARBARA	NA	SCHMIDT	NA	1966	2	5
KARIN	NA	RICHTER	NA	1986	3	1
RENATE	NA	SCHWARZ	NA	2001	11	19
MONIKA	NA	WAGNER	NA	1928	6	28
URSULA	NA	SCHMITT	NA	1986	12	2
MARTINA	NA	SCHOLZ	NA	1978	2	2
ANNA	NA	SCHUBERT	NA	1977	2	12
RENATE	NA	WAGNER	NA	1930	5	27
GABRIELE	NA	FISCHER	NA	1974	4	25
DANIELA	NA	SCHUMACHER	NA	1996	6	9
WALTRAUD	NA	OTTO	NA	1983	12	25
SANDRA	NA	MUELLER	NA	1934	7	10
ELKE	NA	KUEHN	NA	1952	3	15
HEIKE	NA	SCHMITT	NA	1957	1	8
INGRID	NA	SCHULZ	NA	1931	7	27
SUSANNE	NA	SCHAIDT	NA	1970	8	10
CHRISTA	NA	RICHTER	NA	1962	7	22
STEFANIE	NA	KRUEGER	NA	1988	4	18
MARGARETE	NA	GRAF	NA	1986	10	6
URSULA	NA	MARTIN	NA	1980	12	9
CLAUDIA	NA	SIMON	NA	1958	9	26
MARION	NA	MEIER	NA	1948	5	15
ANNA	NA	BERGMANN	LANGE	1978	3	29
BAERBCEL	NA	WERNER	NA	1930	6	22
BIRGIT	NA	RICHTER	NA	1947	11	26
SABINE	URSULA	PETEFS	NA	1935	10	25
GERTRUD	NA	WALTER	NA	1987	6	22
UTE	NA	SCHULZE	NA	1937	12	7
ANNA	NA	SCHROEDER	NA	1926	8	1
HELGA	NA	SCHNEIDER	NA	1934	9	6
RENATE	NA	THOMAS	NA	1949	11	27
SABINE	NA	LEHMANN	NA	1963	11	2
GABRIELE	NA	NEUMANN	NA	1948	10	23
KATJA	NA	MEYER	NA	1996	3	7
GABRIELE	NA	WEBER	NA	1962	3	19
CLAUDIA	NA	SCHMIDT	NA	1978	5	2
GISELA	NA	SCHMITZ	NA	1963	8	2
SUSANNE	NA	SCHMIDT	NA	1970	4	14
BIRGIT	NA	WEBER	NA	1980	16	10
GABRIELE	NA	MUELLER	NA	1983	1	19
URSULA	NA	ZIMMERMANN	NA	1948	0	27
HEIKET	NA	BERGER	NA	1963	7	13
MONIWKA	NA	MUELLER	NA	1933	5	28
GISELA	NA	SCHUMAECHER	NA	1957	11	29
URSULA	NA	KOCH	NA	1994	8	1
HEIKE	GISELA	WERNER	NA	2001	10	5
SABIENE	NA	HEINRICH	NA	1926	9	23
REGINA	NA	SCHROEDER	NA	2005	2	20
GERTRUD	GERTRUD	LUDWIG	NA	1998	12	8
PETRA	NA	KRAUS	NA	1947	12	28
GABRIELE	NA	HAAS	NA	1991	2	12
PETRA	NA	LANGE	NA	2001	1	5
ELISABETH	NA	LEHMANN	NA	1981	4	9
SABINE	NA	ZIETLER	NA	1989	11	3
BRIGITTE	BRIGITTE	BECJER	NA	1964	1	31
IRMGARD	NA	FRANK	NA	1975	4	29
SILVIA	NA	GUENTHER	NA	1958	11	30
INGRID	NA	SCHULZ	NA	1972	9	24
KATHRIN	NA	HAHN	NA	2007	11	25
SUSANNE	BAERBEL	ZIEGLER	NA	1961	9	7
ELISABETH	NA	MUELLER	NA	1955	8	26
KARIN	NA	VOIGT	NA	1939	4	19
BEATE	NA	BAUER	NA	1957	7	17
ANNA	NA	SCHMILT	NA	1949	1	3
BRIGITTE	NA	WINKLER	NA	1936	10	11
CHRISTINE	NA	WAGNER	NA	1928	11	8
ELISABETH	NA	KRUEGER	NA	1938	6	5
HELGA	NA	MAIER	NA	1942	9	30
GABRIELE	NA	KOCH	NA	1490	5	2
INGRID	NA	LEHMANN	NA	1936	3	3
TANJA	NA	MUELLER	NA	1938	1	15
CHRISTA	NA	BAUER	NA	1955	6	10
ANNA	NA	BRANDT	NA	1998	5	24
SUSANNE	NA	MARTIN	NA	1992	11	1
GISELA	NA	PFEIFFER	NA	1972	3	26
CHRISTA	STEFANIE	SAUER	NA	1941	11	28
MARTINA	NA	WEBER	NA	1997	5	3
ILSE	SABINE	FISCHER	NA	1979	9	12
HILDEGARD	NA	SCHMIDT	NA	2000	8	26
RENATE	NA	LEHMANN	NA	1930	2	16
CHRISTA	NA	FUCHS	NA	1974	11	28
ELISABETH	NA	MAYER	NA	1937	7	30
GERTRUD	NA	FISCHER	NA	1967	2	9
STEFANIE	NA	FISCHER	NA	1932	2	14
BRIGITTE	NA	THOMAS	NA	1950	4	2
ELKBE	NA	LUDWIG	NA	1981	3	28
IRMGARD	NA	BAUER	NA	1988	9	17
RENATE	ANNA	MARTIN	NA	1986	7	2
ANDREA	NA	RICHTER	NA	1939	8	2
SABINE	NA	KOCH	NA	1946	2	4
BARBAVRA	NA	KOERTIG	NA	1951	8	19
ERIKA	NA	KAISER	SCHMIDT	2008	9	10
HILDEGARD	NA	WINKLER	NA	1979	10	18
CHRISTA	INGRID	GUENTHER	NA	1981	4	3
MARTHA	ANDREA	MUELLER	NA	1976	12	2
INGRID	NA	JUNG	NA	1958	4	10
ANJA	NA	VOGT	NA	1986	9	15
GERTRUD	NA	HARTMANN	NA	2004	7	3
SUSANNE	NA	WEBER	NA	1927	12	12
BIRGIT	NA	PETERS	NA	1968	11	30
SUSANNE	NA	ENGEL	NA	1944	6	9
UTE	NA	SCHMIDT	NA	1942	2	6
HEIDI	NA	SCHMIDT	NA	1988	12	21
HELGA	STEFANIE	SOMMER	NA	1984	5	21
HELGA	NA	KOCH	NA	1988	3	5
PETRA	NA	SAUER	NA	1959	6	10
CLAUDIA	NA	WINKLRR	NA	1982	1	8
BIRGIT	NA	SCHMIDT	NA	1955	8	14
ELKE	NA	WALTER	NA	1964	4	26
ANGELIKA	NA	KOEHLER	NA	1944	7	18
MARIA	NA	MUELLER	NA	1948	8	12
EVA	NA	OTTO	NA	1982	12	23
RITA	NA	HAAS	NA	2007	12	1
KARIN	NA	KRAUS	NA	1999	12	23
HELGA	NA	SCHROEDER	NA	1949	1	5
INGEBORG	NA	BECLER	NA	2000	1	21
GISELA	NA	KLEIN	NA	1948	8	2
URSULA	NA	WINTER	NA	1944	11	23
SUSANNE	NA	LEHMANN	NA	1985	6	6
BAERBEL	NA	KOCH	NA	1981	3	8
ANNA	NA	MUELLER	NA	1992	4	5
ANTJE	SANDRA	WEBER	NA	1962	1	22
ILSE	NA	LANGE	NA	2003	2	9
UTE	NA	JAEGER	NA	1975	11	10
SABINE	NA	HEINRICH	NA	1926	9	23
KARIN	NA	WAGNER	NA	1963	10	8
CLAUDIA	NA	WINTER	NA	1953	1	10
ANNA	SANDRA	BUSCH	NA	1971	9	11
HEIKE	NA	HUBER	NA	1970	4	14
SONJA	NA	WAGNER	NA	1947	5	25
SABINE	NA	KLEIN	NA	1931	1	10
ANKE	NA	WOLF	NA	1949	3	15
SILVIA	NA	ROTH	NA	1952	12	3
ELKE	NA	ROTH	NA	1948	1	11
MARIA	NA	SCHNEIDER	NA	1961	12	4
HANNELORE	NA	FISCHER	NA	1925	3	20
ILSE	NA	SCHUBERT	NA	1935	8	14
PETRA	ELFRIEDE	HOFRANN	MEYER	1955	1	14
KARIN	NA	MUELLER	NA	1939	8	2
RENATE	NA	POHL	NA	1977	4	26
BRIGITTE	NA	WOLFF	NA	1954	2	7
MARION	NA	BRANDT	NA	1946	6	23
RENATE	NA	KRAUSE	BECKER	1958	10	13
GISELA	NA	ENGEL	NA	1966	8	14
SABINE	NA	VOIGT	NA	1963	3	17
SILVIA	ELISABETH	KRAUSE	NA	1994	9	22
UTE	NA	BECKER	NA	1949	10	2
HELGA	NA	FISCHER	NA	1927	5	3
GABRIELE	NA	SCHMBDT	NA	1938	6	13
STEFANIE	NA	LUDWIG	NA	1961	8	3
MARIE	NA	HERRMANN	NA	1978	12	16
BARBARA	MONIKA	WOLF	NA	2004	12	1
BIRGIT	NA	SCHUSTER	NA	1935	9	22
KATJA	NA	KRAUS	NA	1956	6	24
ANNA	NA	WOLF	NA	1937	7	3
PETRA	NA	BAUER	NA	1969	7	8
KARIN	NA	HARTMANN	NA	2001	1	4
SABINE	NA	FISCHER	NA	1987	4	11
HILDEGARD	NA	MUELLER	NA	1990	4	3
INGE	NA	WOLF	NA	1951	12	5
ERIKA	NA	HARTMANN	NA	1932	4	26
STEFANIE	NA	HAAS	NA	1982	1	17
MARION	NA	MMYER	NA	1964	9	20
STEFANIE	NA	WAGNER	NA	1996	12	2
ELISABETH	NA	HOFFMANN	NA	1927	3	14
CLAUDNIA	NA	WALTER	NA	1926	1	1
RENATE	NA	GUENTHER	NA	1962	5	1
KARIN	SABINE	GROSS	NA	1943	7	29
MARIA	NA	FRANKE	NA	1948	7	6
ERIKA	NA	SCHMITT	NA	1990	8	20
ANDREA	NA	RICHTER	NA	1961	1	22
SUSANNE	NA	BRAUN	NA	1964	9	29
KERSTIN	NA	BECKER	NA	1962	2	25
BIRGIT	ANDREA	SCHAEFER	NA	1977	9	30
HELGA	NA	LANGE	NA	1924	2	20
MELANIE	NA	KOCH	NA	1933	10	13
MARIA	NA	SCHNEIDER	NA	1991	1	26
SILVIA	NA	HEINRICH	NA	2005	11	12
URSULA	NA	MEYER	NA	1935	9	4
RENATE	NA	GROSS	NA	1990	3	12
ANKE	NA	KUEHN	NA	1940	6	23
ERIKA	NA	BAUER	NA	1963	1	12
BAERBEL	NA	SCHMITT	NA	1963	11	8
HANNELORE	NA	MUELLER	NA	1951	8	25
BRIGITTE	NA	POHL	NA	1999	4	28
CLAUDIA	NA	SCHULZE	NA	1940	9	9
BRIGITTE	NA	BERGER	NA	1944	8	7
STEFANIE	NA	SCHMIDT	NA	1992	11	23
ANNA	NA	ROTH	NA	1972	12	3
BARBAGRA	NA	SCHMITT	NA	1965	3	31
RENATE	ELKE	MARTIN	NA	1954	2	3
MONIKA	NA	BERGMANN	NA	1947	1	29
GERDA	NA	WAGNER	NA	2004	2	6
